Well_Id	Cluster	Induction	Conc_uM	Rel_Cell_Count	Trivial_Name	Smiles	Chiral
246940:01:04_30.00	LCH	40.9	30.0	96	Alverine (citrate)	CCN(CCCc1ccccc1)CCCc1ccccc1	False
247042:02:03_10.00	LCH	66.8	10.0	92	Pimozide	O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	False
247050:03:03_10.00	LCH	56.5	10.0	108	Fluphenazine dihydrochloride	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	False
247164:01:04_10.00	LCH	60.1	10.0	101	Bromperidol	O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1	False
247165:02:03_10.00	LCH	47.5	10.0	101	Fluoxetine hydrochloride, Prozac	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	False
247177:02:03_10.00	LCH	45.3	10.0	100	Triflupromazine (hydrochloride)	CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21	False
247234:01:04_30.00	LCH	76.2	30.0	92	Promazine hydrochloride	CN(C)CCCN1c2ccccc2Sc2ccccc21	False
247241:01:04_30.00	LCH	51.8	30.0	93	Chlorcyclizine hydrochloride	CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	False
247242:01:04_30.00	LCH	27.3	30.0	98	Diphenylpyraline hydrochloride	CN1CCC(OC(c2ccccc2)c2ccccc2)CC1	False
247293:01:04_30.00	LCH	68.2	30.0	97	Proadifen (hydrochloride)	CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1	False
247331:01:04_30.00	LCH	54.2	30.0	97	Ethopropazine hydrochloride	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21	False
247369:02:03_10.00	LCH	67.7	10.0	104	Fluspirilene	O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2	False
247369:02:05_03.00	LCH	57.2	3.0	101	Fluspirilene	O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2	False
247423:01:04_30.00	LCH	59.9	30.0	102	Pizotyline malate	CN1CCC(=C2c3ccccc3CCc3sccc32)CC1	False
280128:01:07_03.00	LCH	59.9	3.0	94	U-73343	COc1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CC[C@@H]2NCCCCCCN1C(=O)CCC1=O	False
280575:01:09_03.00	LCH	74.8	3.0	96	GR 127935 hydrochloride	COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1	False
280660:01:03_10.00	LCH	63.9	10.0	86	L-703,606, oxalate	Ic1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1	False
280690:01:03_10.00	LCH	53.4	10.0	97	Methiothepin mesylate	CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2	False
280751:01:03_30.00	LCH	37.1	30.0	105	Naltrindole hydrochloride, NTI hydrochloride	Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)C(C2)N(CC2CC2)CCC314	False
280789:01:03_10.00	LCH	52.3	10.0	103	(±)-Octoclothepin maleate	CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1	False
280850:01:03_10.00	LCH	43.2	10.0	90	Propionylpromazine hydrochloride	CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2	False
280918:01:08_03.00	LCH	37.7	3.0	96	Cortexolone maleate	COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1	False
280968:01:03_10.00	LCH	35.8	10.0	91	Trifluperidol hydrochloride, R 2498 hydrochloride, Triperidol hydrochloride	O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1	False
281022:01:03_30.00	LCH	52.8	30.0	104	(-)-cis-(1S,2R)-U-50488 tartrate	CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1	False
287906:02:15_30.00	LCH	65.3	30.0	91	Pipinib	COC(=O)c1ccc(Nc2nc(NC(C)C)nc3ccsc23)cc1	False
350306:01:04_03.00	LCH	43.9	3.0	97	SAG	CN[C@H]1CC[C@H](N(Cc2cccc(-c3ccncc3)c2)C(=O)c2sc3ccccc3c2Cl)CC1	False
391878:01:02_02.00	LCH	78.4	2.0	93		CN(C)CCOc1ccc(-c2cc(-c3ccc4c(c3)CC/C4=N\O)c(-c3ccncc3)o2)cc1	False
392527:02:04_06.00	LCH	61.8	6.0	98	WZ4002	C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1	False
392660:02:06_03.00	LCH	70.1	3.0	102	NVP-AEW541	Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1	False
392675:01:09_02.00	LCH	48.0	2.0	101	IKK 16	O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1	False
394120:01:07_10.00	LCH	78.9	10.0	105	Autoquin	C=CC1CN2CCC1CC2[C@@H](O)c1cc(-c2ccc(F)cc2)nc2ccc(OC)cc12	True
409856:01:05_03.00	LCH	42.7	3.0	102	GSK343	CCCc1cc(C)nc(O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C	False
409873:01:03_01.00	LCH	51.6	1.0	100	LLY-507	Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12	False
409873:01:04_01.00	LCH	43.0	1.0	111	LLY-507	Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12	False
410147:01:04_06.00	LCH	78.1	6.0	98	Ozanimod	CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N	True
410285:01:03_03.00	LCH	34.9	3.0	100	Nemiralisib	CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1	False
412258:01:03_10.00	LCH	50.4	10.0	101	ACBI1	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1	True
412258:01:08_10.00	LCH	59.1	10.0	91	ACBI1	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1	True
412270:01:03_10.00	LCH	56.8	10.0	93	cis-ACBI1	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1	True
412483:01:04_03.00	LCH	67.2	3.0	94		COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1	True
413119:01:04_10.00	LCH	43.7	10.0	100	A 987306	Nc1nc2c(c(N3CCNCC3)n1)CCC1=C2[C@@H]2CCCC[C@@H]2O1	True
246732:01:10_01.00	MitoStress	44.4	1.0	69	Pyrvinium pamoate	Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1	False
247186:03:04_30.00	MitoStress	59.2	30.0	75	Ciclopirox (olamine)	Cc1cc(C2CCCCC2)n(O)c(=O)c1	False
247186:03:04_50.00	MitoStress	64.8	50.0	72	Ciclopirox (olamine)	Cc1cc(C2CCCCC2)n(O)c(=O)c1	False
280396:03:07_30.00	MitoStress	33.2	30.0	86	Chelerythrine (chloride)	COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC	False
280396:03:07_50.00	MitoStress	31.4	50.0	79	Chelerythrine (chloride)	COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC	False
280510:01:03_30.00	MitoStress	37.0	30.0	75	Dephostatin	CN(N=O)c1cc(O)ccc1O	False
280946:03:06_01.00	MitoStress	36.3	1.0	71	Sanguinarine chloride	C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3	False
391808:01:02_02.00	MitoStress	30.4	2.0	92		Cc1cccc(-c2nc(Nc3ccc4c(cnn4C)c3)c3ccccc3n2)n1	False
409852:01:02_10.00	MitoStress	46.3	10.0	80	GSK-J4 (hydrochloride)	CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1	False
409852:02:03_02.00	MitoStress	40.6	2.0	85	GSK-J4 (hydrochloride)	CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1	False
409896:01:02_10.00	MitoStress	51.5	10.0	70	BLU9931	C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1	False
410020:01:03_02.00	MitoStress	52.3	2.0	69	SC144	O=C(NNc1nc2cc(F)ccc2n2cccc12)c1cnccn1	False
410027:01:03_02.00	MitoStress	53.2	2.0	69	NSC319726	C/C(=N\NC(=S)N1CCC1)c1ccccn1	False
410040:01:03_02.00	MitoStress	44.9	2.0	79	JIB-04	Clc1ccc(N/N=C(\c2ccccc2)c2ccccn2)nc1	False
413006:01:03_03.00	MitoStress	65.5	3.0	71	ML228	c1ccc(-c2ccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)cc2)cc1	False
413006:01:03_10.00	MitoStress	54.4	10.0	65	ML228	c1ccc(-c2ccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)cc2)cc1	False
246551:01:04_10.00	Na_K-ATPase	39.9	10.0	53	Proscillaridin;A	C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O	False
247128:01:07_03.00	Na_K-ATPase	42.8	3.0	53	Digitoxigenin	C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O	True
247221:01:04_10.00	Na_K-ATPase	42.5	10.0	50	Lanatoside C	CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	True
247358:01:05_30.00	Na_K-ATPase	44.4	30.0	53	Digoxigenin	C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O	False
280470:01:03_30.00	Na_K-ATPase	50.6	30.0	50	Dihydroouabain	C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H](C3COC(=O)C3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O	False
280796:01:03_10.00	Na_K-ATPase	61.1	10.0	50	Ouabain, Acocantherine	C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O	False
339765:02:03_02.00	Na_K-ATPase	61.8	2.0	53	Ouabain (Octahydrate)	C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O	True
339765:02:04_00.60	Na_K-ATPase	50.8	0.6	55	Ouabain (Octahydrate)	C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O	True
247300:01:15_01.00	Protein_Synth	46.6	1.0	73	Cycloheximide	C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1	False
247300:01:15_03.00	Protein_Synth	46.3	3.0	63	Cycloheximide	C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1	False
280533:01:10_01.00	Protein_Synth	57.5	1.0	59	Emetine dihydrochloride hydrate	CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21	False
344003:01:03_10.00	Pyrimidine_Synth	40.6	10.0	82		O=C(Nc1cccnc1)N1Cc2cccc(c2)CN(S(=O)(=O)C(F)(F)F)CC/C=C/C[C@@H]1CO	False
404607:01:10_10.00	Pyrimidine_Synth	45.9	10.0	73	Myxothiazol	CO/C(=C\C(N)=O)[C@H](C)[C@H](/C=C/c1csc(-c2csc([C@@H](C)/C=C/C=C/C(C)C)n2)n1)OC	True
407438:01:05_10.00	Pyrimidine_Synth	35.8	10.0	89	Brequinar sodium salt hydrate, Biphenquinate sodium hydrate, DuP 785 hydrate	Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O	False
408385:01:05_10.00	Pyrimidine_Synth	45.1	10.0	88		Brc1ccc2[nH]c3c(c2c1)CCOC31CCCCC1	False
409966:01:11_10.00	Pyrimidine_Synth	34.2	10.0	81		COc1cc(OC)c2c(c1Cl)OC1(CCC3(CC1C)OCCc1c3[nH]c3ccc(C)cc13)C2=O	False
411901:01:02_10.00	Pyrimidine_Synth	51.6	10.0	90		CN1C(=O)C2(C(=O)N(Cc3ccncc3)c3ccc(OC(F)(F)F)cc32)c2ccccc21	False
412368:01:08_03.00	Pyrimidine_Synth	39.0	3.0	94		COc1ccc2[nH]c3c(c2c1)CCOC31CC[C@@]2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)[C@H](C)C1	True
413192:01:02_01.00	Pyrimidine_Synth	32.3	1.0	90		Cc1c(Oc2c(F)cccc2F)c(OC(C)C)nn1-c1ncc(C2CC2)cc1F	False
413192:01:02_05.00	Pyrimidine_Synth	42.3	5.0	88		Cc1c(Oc2c(F)cccc2F)c(OC(C)C)nn1-c1ncc(C2CC2)cc1F	False
104614:02:17_30.00	Tubulin	63.7	30.0	66	Tubulexin A	COc1ccc(CC[C@H]2C[C@@H](OC(C)=O)C[C@@H](c3ccc(OCc4ccccc4)c(O)c3)O2)cc1	False
245354:03:12_00.10	Tubulin	58.2	0.1	67	Nocodazole	COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1	False
246557:01:04_30.00	Tubulin	67.4	30.0	52	Methiazole	COC(=O)Nc1nc2cc(SC(C)C)ccc2[nH]1	False
246702:01:04_30.00	Tubulin	27.6	30.0	69	Flubendazole	COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1	False
246876:01:04_10.00	Tubulin	21.1	10.0	86	Ethynyl Estradiol	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C	True
246876:01:04_30.00	Tubulin	67.0	30.0	69	Ethynyl Estradiol	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C	True
246898:01:04_30.00	Tubulin	57.2	30.0	66	Oxfendazole	COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1	False
246967:01:04_30.00	Tubulin	69.6	30.0	52	Fenbendazole	COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1	False
246972:01:08_01.00	Tubulin	53.5	1.0	55	Mebendazole	COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1	False
246972:12:05_00.60	Tubulin	50.6	0.6	71	Mebendazole	COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1	False
246980:07:05_50.00	Tubulin	34.2	50.0	68	Griseofulvin	COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O	True
246980:07:08_30.00	Tubulin	36.6	30.0	75	Griseofulvin	COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O	True
246994:01:07_01.00	Tubulin	65.8	1.0	58	Albendazole	CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1	False
247133:01:04_30.00	Tubulin	20.2	30.0	84	Estradiol	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	True
280418:01:03_10.00	Tubulin	45.4	10.0	77	7-Chloro-4-hydroxy-2-phenyl-1,8-naphthyridine	Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12	False
280418:01:03_30.00	Tubulin	61.1	30.0	63	7-Chloro-4-hydroxy-2-phenyl-1,8-naphthyridine	Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12	False
280630:01:11_01.00	Tubulin	12.1	1.0	91	IC261	COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1	False
280630:01:11_03.00	Tubulin	64.4	3.0	66	IC261	COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1	False
280897:07:06_01.00	Tubulin	51.5	1.0	55	Rotenone	C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1	True
280954:01:03_10.00	Tubulin	72.9	10.0	53	SKF-96365	COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1	False
280954:01:07_03.00	Tubulin	30.7	3.0	79	SKF-96365	COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1	False
391925:02:09_00.20	Tubulin	37.7	0.2	77	TCS JNK 5a	N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2	False
391925:03:04_00.60	Tubulin	81.0	0.6	54	TCS JNK 5a	N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2	False
391925:03:05_00.20	Tubulin	73.7	0.2	62	TCS JNK 5a	N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2	False
409809:01:02_10.00	Tubulin	70.3	10.0	89		CCN(CC)S(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1	False
409915:01:02_10.00	Tubulin	63.7	10.0	72	TP-472	CC(=O)c1cc(-c2cc(C(=O)NC3CC3)ccc2C)c2ncccn12	False
410065:02:03_00.20	Tubulin	50.4	0.2	78	Domatinostat	Cn1cc(-c2ccc(S(=O)(=O)n3ccc(/C=C/C(=O)Nc4ccccc4N)c3)cc2)cn1	False
410072:01:03_02.00	Tubulin	17.8	2.0	83	TH287	CNc1cc(-c2cccc(Cl)c2Cl)nc(N)n1	False
410074:01:03_02.00	Tubulin	46.1	2.0	68	SB225002	O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br	False
410129:01:03_02.00	Tubulin	53.4	2.0	85	Anlotinib (AL3818) dihydrochloride	COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1	False
410613:01:03_02.00	Tubulin	66.1	2.0	72	2-Methoxyestradiol (2-MeOE2)	COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12	True
410748:01:04_06.00	Tubulin	58.4	6.0	76	TH588	Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1	False
410884:01:03_02.00	Tubulin	71.5	2.0	67	CF53	COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CC4)nn3C)c12	False
410973:01:03_02.00	Tubulin	73.4	2.0	67	TyK2-IN-2	CNc1cc(Nc2cc(C)cc(C)c2)nn2c(C(N)=O)cnc12	False
246911:01:04_30.00	Uncoupler	32.8	30.0	76	Triclosan	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	False
280973:01:03_10.00	Uncoupler	47.5	10.0	73	Tyrphostin A9	CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O	False
280982:01:03_10.00	Uncoupler	22.5	10.0	88	Tyrphostin AG 879	CC(C)(C)c1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O	False
280982:01:03_30.00	Uncoupler	51.1	30.0	78	Tyrphostin AG 879	CC(C)(C)c1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O	False
392672:01:09_02.00	Uncoupler	28.0	2.0	93	IMD-0354	O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O	False
404608:01:13_10.00	Uncoupler	39.9	10.0	87	FCCP	N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1	False
404608:01:15_10.00	Uncoupler	33.3	10.0	76	FCCP	N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1	False
