Well_Id	Comp_1	Comp_2	Cluster	Trivial_Name	Known_Act	Chiral	Smiles
410840:01:03_02.00	-2.709152	16.849827	BET	MS417	MS417 is a BET-specific BRD4 inhibitor, binds to BRD4-BD1 and BRD4-BD2 with IC50s of 30, 46 nM and Kds of 36.1, 25.4 nM, respectively, with weak selectivity at CBP BRD (IC50, 32.7 µM).	False	COC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21
410840:01:03_00.20	-2.7136297	16.695503	BET	MS417	MS417 is a BET-specific BRD4 inhibitor, binds to BRD4-BD1 and BRD4-BD2 with IC50s of 30, 46 nM and Kds of 36.1, 25.4 nM, respectively, with weak selectivity at CBP BRD (IC50, 32.7 µM).	False	COC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21
410851:01:03_02.00	-2.6724668	16.841303	BET	I-BET151	I-BET151 is a BET bromodomain inhibitor which inhibits BRD4, BRD2, and BRD3 with pIC50 of 6.1, 6.3, and 6.6, respectively.	False	COc1cc2c(cc1-c1c(C)noc1C)ncc1nc(O)n([C@H](C)c3ccccn3)c12
280184:01:03_10.00	-1.0888654	-5.5154734	DNA Synth	PAC-1	PAC-1 is a procaspase-3 activator that induces apoptosis in cancer cells with an EC50 of 2.08 uM.	False	C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O
280184:01:03_30.00	-0.9899267	-6.3693967	DNA Synth	PAC-1	PAC-1 is a procaspase-3 activator that induces apoptosis in cancer cells with an EC50 of 2.08 uM.	False	C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O
280184:02:04_06.00	-0.9476086	-5.5363235	DNA Synth	PAC-1	PAC-1 is a procaspase-3 activator that induces apoptosis in cancer cells with an EC50 of 2.08 uM.	False	C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O
280184:02:04_10.00	-0.8169788	-5.8669896	DNA Synth	PAC-1	PAC-1 is a procaspase-3 activator that induces apoptosis in cancer cells with an EC50 of 2.08 uM.	False	C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O
280293:01:03_10.00	-0.77508354	-7.3957896	DNA Synth	Ancitabine hydrochloride, Cyclocytidine hydrochloride, Cyclo-C	antineoplastic.	False	N=c1ccn2c(n1)OC1[C@@H](O)[C@@H](CO)O[C@H]12
280420:01:03_10.00	-0.8235491	-7.3532653	DNA Synth	Cytosine-1-beta-D-arabinofuranoside hydrochloride, Arabinocytidine hydrochloride, Arabinosylcytosine hydrochloride, Ara-C hydrochloride	selective inhibitor of DNA synthesis.	False	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
280865:01:03_10.00	-0.91352963	-6.888507	DNA Synth	o-Phenanthroline	o-Phenanthroline (1,10-Phenanthroline), a metal chelator, prevents the induction of chromosomal aberrations in streptozotocin-treated cells. o-Phenanthroline (1,10-Phenanthroline) forms a red chelate with Fe2+ that absorbs maximally at 510 nm.	False	c1cnc2c(c1)ccc1cccnc12
392511:01:09_02.00	-1.0231429	-5.7473884	DNA Synth	Palbociclib (hydrochloride)	Palbociclib hydrochloride is a highly selective CDK4/6 inhibitor with IC50s of 11 nM and 16 nM, respectively. Palbociclib hydrochloride has the potential for ER-positive and HER2-negative breast cancer research.	False	CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
407753:01:02_10.00	-0.9054343	-5.9178715	DNA Synth	SP2509	SP2509 is a potent and selective antagonist of lysine specific demethylase 1 (LSD1) with IC50 of 13 nM.	False	C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O
407753:02:03_02.00	-1.0513564	-5.7578397	DNA Synth	SP2509	SP2509 is a potent and selective antagonist of lysine specific demethylase 1 (LSD1) with IC50 of 13 nM.	False	C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O
280158:01:04_30.00	-0.95522016	-6.25884	DNA Synth	ARP 101	it is a selective inhibitor of the MMP-2 (metalloproteinase-2 ) and, to lesser extent, MMP-9 (metalloproteinase-9). ARP 101 has shown ~250 fold selectivity of MMP-2 over MMP-1 and ~100 fold of MMP-9 over MMP-1.  ARP 101 has diverse physiological roles including wound healing, cancer metastasis, angiogenesis, tissue remodeling in development and embryogenesis. IC50 = 0.81 nM on MMP-2.	False	CC(C)ON([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1
408119:01:03_10.00	-0.8819293	-7.251577	DNA Synth	Gemcitabine HCl, LY188011	it has been used to treat pancreatic cancer and has demonstrated effective anti-tumor activity. Gemcitabine HCl is a DNA synthesis inhibitor with IC50 of 50 nM, 40 nM, 18 nM and 12 nM in PANC1, MIAPaCa2, BxPC3 and Capan2 cells, respectively. Gemcitabine induced NF-?B activity in BxPC-3, PANC-1, and MIA PaCa-2 cells and decreased the level of the NF-?B inhibitor I?Ba in BxPC-3 and PANC-1 cells. Treatment of BxPC-3 cells with low dose Gemcitabine for 48 hours results in a dose-dependent increase in NF-?B binding. In contrast, NF-?B DNA binding is decreased in BxPC-3 cells treated with the higher Gemcitabine doses for 48 h; however, 24-h treatment with these higher doses increases NF-?B binding in BxPC-3 cells.	True	Nc1ccn([C@@H]2O[C@H](CO)C(O)C2(F)F)c(=O)n1
280907:01:03_30.00	-1.0171095	-5.3566985	DNA Synth	(±)-6-Chloro-PB hydrobromide, (±)-SKF-81297 hydrobromide	D1 dopamine receptor agonist.	False	Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1
392341:01:02_00.20	-1.0542154	-5.3738084	DNA Synth		inhibitor of MAP kinase p38 alpha (IC50 = 0.17 µM); Pyrimidinylimidazole inhibitors of p38: cyclic N-1 imidazole substituents enhance p38 kinase inhibition and oral activity. Bioorg Med Chem Lett. 2001 Nov 5;11(21):2867-70.	False	CC(C)N1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC1
247284:01:04_30.00	-1.0382216	-7.2193017	DNA Synth	Vidarabine	adenosine antimetabolite.	True	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
247256:03:04_06.00	-0.9217031	-5.6651435	DNA Synth	Deferoxamine mesylate	iron chelator, which does not readily bind iron from transferrin, hemoglobin, myoglobin or cytochrome. Rescues erastin-induced Ferroptosis.	False	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
247256:03:04_10.00	-0.9686402	-5.6556053	DNA Synth	Deferoxamine mesylate	iron chelator, which does not readily bind iron from transferrin, hemoglobin, myoglobin or cytochrome. Rescues erastin-induced Ferroptosis.	False	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
246366:01:04_10.00	-1.0784693	-6.0536213	DNA Synth	Topotecan	DNA topoisomerase type 1 inhibitor.	True	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
246389:01:04_10.00	-0.9778368	-7.331408	DNA Synth	Cladribine	inhibits the enzyme adenosine deaminase.	True	Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
246660:01:04_10.00	-0.86142206	-7.4463487	DNA Synth	Gemcitabine	Gemcitabine (LY 188011) is a pyrimidine nucleoside analog antimetabolite and an antineoplastic agent. Gemcitabine inhibits DNA synthesis and repair, resulting in autophagyand apoptosis.	True	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
246719:01:04_10.00	-0.71985626	-7.502119	DNA Synth	Fludarabine	Fludarabine (NSC 118218) is a DNA synthesis inhibitor, which also inhibits phosphorylation of STAT1. Fludarabine, a pro-drug, is converted metabolically by dephosphorylation to the antimetabolite, F-ara-A.	True	Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
246719:01:04_30.00	-1.0757091	-7.1597347	DNA Synth	Fludarabine	Fludarabine (NSC 118218) is a DNA synthesis inhibitor, which also inhibits phosphorylation of STAT1. Fludarabine, a pro-drug, is converted metabolically by dephosphorylation to the antimetabolite, F-ara-A.	True	Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
246660:01:04_30.00	-1.0729196	-7.1299324	DNA Synth	Gemcitabine	Gemcitabine (LY 188011) is a pyrimidine nucleoside analog antimetabolite and an antineoplastic agent. Gemcitabine inhibits DNA synthesis and repair, resulting in autophagyand apoptosis.	True	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
246785:01:04_10.00	-0.85770786	-7.4431806	DNA Synth	Cytarabine	Cytarabine, a nucleoside analog, causes S phase cell cycle arrest and inhibits DNA polymerase. Cytarabine inhibits DNA synthesis with an IC50 of 16 nM. Cytarabine has antiviral effects against HSV.	True	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
247186:01:04_10.00	-0.96811646	-6.771702	DNA Synth	Ciclopirox (olamine)	cell membrane proteins synthesis inhibitor, antifungal.	False	Cc1cc(C2CCCCC2)n(O)c(=O)c1
247256:01:04_10.00	-1.1501603	-5.92227	DNA Synth	Deferoxamine mesylate	iron chelator, which does not readily bind iron from transferrin, hemoglobin, myoglobin or cytochrome. Rescues erastin-induced Ferroptosis.	False	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
247256:01:04_30.00	-1.1342173	-5.5981083	DNA Synth	Deferoxamine mesylate	iron chelator, which does not readily bind iron from transferrin, hemoglobin, myoglobin or cytochrome. Rescues erastin-induced Ferroptosis.	False	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
247256:01:06_03.00	-1.0756582	-5.3699794	DNA Synth	Deferoxamine mesylate	iron chelator, which does not readily bind iron from transferrin, hemoglobin, myoglobin or cytochrome. Rescues erastin-induced Ferroptosis.	False	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
246755:01:04_10.00	-0.9888655	-7.280103	DNA Synth	Trifluridine	Trifluridine (Trifluorothymidine; 5-Trifluorothymidine; TFT) is an irreversible thymidylate synthase inhibitor, and thereby suppresses DNA synthesis. Trifluridine is an antiviral drug for herpes simplex virus (HSV) infection.	True	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
410824:01:03_02.00	0.28582957	12.345304	HDAC	Dacinostat	Dacinostat is a potent HDAC inhibitor, with an IC50 of 32 nM; Dacinostat also inhibits HDAC1 with an IC50 of 9 nM, and used in cancer research.	False	O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO
410804:01:03_02.00	0.29491416	12.412294	HDAC	Trichostatin A	Trichostatin A (TSA) is a potent and specific inhibitor of HDAC class I/II, with an IC50 value of 1.8 nM for HDAC.	False	CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1
410806:01:03_02.00	-4.7474055	15.250359	HDAC	Ricolinostat	Ricolinostat (ACY-1215) is a potent and selective HDAC6 inhibitor, with an IC50 of 5 nM. ACY-1215 also inhibits HDAC1, HDAC2, and HDAC3 with IC50s of 58, 48, and 51 nM, respectively.	False	O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO
410811:01:03_00.20	-4.6012425	15.042287	HDAC	Scriptaid	Scriptaid is a potent histone deacetylase (HDAC) inhibitor, used in cancer research. Scriptaid is also a sensitizer to antivirals and has potential for epstein-barr virus (EBV)-associated lymphomas treatment.	False	O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO
410811:01:03_02.00	-0.17125943	12.324043	HDAC	Scriptaid	Scriptaid is a potent histone deacetylase (HDAC) inhibitor, used in cancer research. Scriptaid is also a sensitizer to antivirals and has potential for epstein-barr virus (EBV)-associated lymphomas treatment.	False	O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO
410843:01:03_00.20	-4.792076	15.495226	HDAC	Pracinostat	Pracinostat is a potent histone deacetylase (HDAC) inhibitor, with IC50s of 40-140 nM, used for cancer research.	False	CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC
410990:01:03_02.00	-0.12673415	12.426347	HDAC	LMK-235	LMK-235 is a potent and selective HDAC4/5 inhibitor, inhibits HDAC5, HDAC4, HDAC6, HDAC1, HDAC2, HDAC11 and HDAC8, with IC50s of 4.22 nM, 11.9 nM, 55.7 nM, 320 nM, 881 nM, 852 nM and 1278 nM, respectively, and is used in cancer research.	False	Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1
410856:01:03_02.00	0.020819211	12.33217	HDAC	HDAC-IN-3	HDAC-IN-3 is a histone deacetylase (HDAC) inhibitor, extracted from patent WO/2008040934 A1.Target: HDAC	False	O=C(CCc1ccc(CN[C@H](C(=O)OC2CCCC2)C2CCCCC2)cn1)NO
410879:01:03_00.20	-4.5663133	15.697265	HDAC	Givinostat (hydrochloride monohydrate)	Givinostat hydrochloride monohydrate (ITF-2357 hydrochloride monohydrate) is a HDAC inhibitor with an IC50 of 198 and 157 nM for HDAC1 and HDAC3, respectively.	False	CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1
410879:01:03_02.00	0.37490475	12.391333	HDAC	Givinostat (hydrochloride monohydrate)	Givinostat hydrochloride monohydrate (ITF-2357 hydrochloride monohydrate) is a HDAC inhibitor with an IC50 of 198 and 157 nM for HDAC1 and HDAC3, respectively.	False	CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1
410916:01:03_00.20	-4.6356435	15.167117	HDAC	M344	M344 (D 237) is an inhibitor of histone deacetylase (IC50=100 nM) and an inducer of terminal cell fifferentiation.	False	CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1
410990:01:03_00.20	-4.6548777	15.161331	HDAC	LMK-235	LMK-235 is a potent and selective HDAC4/5 inhibitor, inhibits HDAC5, HDAC4, HDAC6, HDAC1, HDAC2, HDAC11 and HDAC8, with IC50s of 4.22 nM, 11.9 nM, 55.7 nM, 320 nM, 881 nM, 852 nM and 1278 nM, respectively, and is used in cancer research.	False	Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1
410804:01:03_00.20	-0.1820764	12.844332	HDAC	Trichostatin A	Trichostatin A (TSA) is a potent and specific inhibitor of HDAC class I/II, with an IC50 value of 1.8 nM for HDAC.	False	CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1
410843:01:03_02.00	0.022441031	12.464194	HDAC	Pracinostat	Pracinostat is a potent histone deacetylase (HDAC) inhibitor, with IC50s of 40-140 nM, used for cancer research.	False	CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC
410803:01:03_02.00	0.51713943	12.474717	HDAC	Quisinostat	Quisinostat (JNJ-26481585) is an orally available, potent HDAC inhibitor with IC50s of 0.11 nM, 0.33 nM, 0.64 nM, 0.46 nM, and 0.37 nM for HDAC1, HDAC2, HDAC4, HDAC10 and HDAC11, respectively.	False	Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21
410801:01:04_02.00	0.54452837	12.476337	HDAC	Panobinostat	Panobinostat (LBH589; NVP-LBH589) is a potent and orally active non-selective HDAC inhibitor, and has antineoplastic activities. Panobinostat induces HIV-1 virus production even at low concentration range 8-31 nM, stimulates HIV-1 expression in latently infected cells. Panobinostat induces cell apoptosis and autophagy. Panobinostat can be used for the study of refractory or relapsed multiple myeloma.	False	Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1
410803:01:03_00.20	0.011027413	12.704874	HDAC	Quisinostat	Quisinostat (JNJ-26481585) is an orally available, potent HDAC inhibitor with IC50s of 0.11 nM, 0.33 nM, 0.64 nM, 0.46 nM, and 0.37 nM for HDAC1, HDAC2, HDAC4, HDAC10 and HDAC11, respectively.	False	Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21
410801:01:04_00.20	-0.09813026	12.646193	HDAC	Panobinostat	Panobinostat (LBH589; NVP-LBH589) is a potent and orally active non-selective HDAC inhibitor, and has antineoplastic activities. Panobinostat induces HIV-1 virus production even at low concentration range 8-31 nM, stimulates HIV-1 expression in latently infected cells. Panobinostat induces cell apoptosis and autophagy. Panobinostat can be used for the study of refractory or relapsed multiple myeloma.	False	Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1
410069:01:05_00.60	-4.451834	15.959178	HDAC	CAY10603	CAY10603 (BML-281) is a potent and selective HDAC6 inhibitor, with an IC50 of 2 pM; CAY10603 (BML-281) also inhibits HDAC1, HDAC2, HDAC3, HDAC8, HDAC10, with IC50s of 271, 252, 0.42, 6851, 90.7 nM.	False	CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1
410069:01:03_02.00	0.12969515	13.004342	HDAC	CAY10603	CAY10603 (BML-281) is a potent and selective HDAC6 inhibitor, with an IC50 of 2 pM; CAY10603 (BML-281) also inhibits HDAC1, HDAC2, HDAC3, HDAC8, HDAC10, with IC50s of 271, 252, 0.42, 6851, 90.7 nM.	False	CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1
409947:02:03_02.00	-0.22150418	12.7173605	HDAC	Belinostat	Belinostat (PXD101; PX105684) is a potent HDAC inhibitor with an IC50 of 27 nM in HeLa cell extracts.	False	O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO
409879:01:05_00.20	0.3407867	12.570384	HDAC	Romidepsin	Romidepsin, also known as FK228, is a natural bicyclic depsipeptide that, following reduction, selectively inhibits class I histone deacetylases (HDACs). Reduction of a disulfide bond on romidepsin within the cell generates a zinc-binding thiol, allowing potent inhibition of HDACs 1, 2, 3, and 8 (IC50s = 53, 39, 53, and 26 nM, respectively), with less potency against HDACs 4, 6, 7, and 9 (IC50s = 470, 330, 3,200, and 12,000 nM, respectively). Through its effects on HDACs, romidepsin has anti-cancer activities, particularly against certain T cell lymphomas.	True	C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O
409879:01:02_02.00	0.27617446	12.8870735	HDAC	Romidepsin	Romidepsin, also known as FK228, is a natural bicyclic depsipeptide that, following reduction, selectively inhibits class I histone deacetylases (HDACs). Reduction of a disulfide bond on romidepsin within the cell generates a zinc-binding thiol, allowing potent inhibition of HDACs 1, 2, 3, and 8 (IC50s = 53, 39, 53, and 26 nM, respectively), with less potency against HDACs 4, 6, 7, and 9 (IC50s = 470, 330, 3,200, and 12,000 nM, respectively). Through its effects on HDACs, romidepsin has anti-cancer activities, particularly against certain T cell lymphomas.	True	C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O
409838:01:04_10.00	0.21295886	13.18451	HDAC	ACY-738	ACY-738 is a potent, selective and orally-bioavailable HDAC6 inhibitor, with an IC50 of 1.7 nM; ACY-738 also inhibits HDAC1, HDAC2, and HDAC3, with IC50s of 94, 128, and 218 nM.	False	O=C(NO)c1cnc(NC2(c3ccccc3)CC2)nc1
392651:01:09_02.00	0.47595978	12.386134	HDAC	Fimepinostat	Fimepinostat (CUDC-907) potently inhibits class I PI3Ks as well as classes I and II HDAC enzymes with an IC50 of  19/54/39 nM and 1.7/5.0/1.8/2.8 nM for PI3K.a./PI3K.b./PI3K.d. and HDAC1/HDAC2/HDAC3/HDAC10 , respectively.	False	COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1
392651:01:09_00.20	0.03436014	12.704159	HDAC	Fimepinostat	Fimepinostat (CUDC-907) potently inhibits class I PI3Ks as well as classes I and II HDAC enzymes with an IC50 of  19/54/39 nM and 1.7/5.0/1.8/2.8 nM for PI3K.a./PI3K.b./PI3K.d. and HDAC1/HDAC2/HDAC3/HDAC10 , respectively.	False	COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1
392531:01:09_02.00	-0.076362535	12.549359	HDAC	CUDC-101	CUDC-101 is a potent inhibitor of HDAC, EGFR, and HER2 with IC50s of 4.4, 2.4, and 15.7 nM, respectively.	False	C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1
246688:01:12_03.00	0.14966379	12.545035	HDAC	Vorinostat	Vorinostat (SAHA) is a potent and orally active pan-inhibitor of HDAC1, HDAC2 and HDAC3 (Class I), HDAC7 (Class II) and HDAC11 (Class IV), with ID50 values of 10 nM and 20 nM for HDAC1 and HDAC3, respectively. Vorinostat induces cell apoptosis. Vorinostat is also an effective inhibitor of human papillomaviruse (HPV)-18 DNA amplification.; Bradner et al., Chemical Phylogenetics of Histone Deacetylases. Nat. Chem. Biol. 6, 238-43 (2010).	False	O=C(CCCCCCC(=O)Nc1ccccc1)NO
246688:01:04_30.00	0.26972538	12.492414	HDAC	Vorinostat	Vorinostat (SAHA) is a potent and orally active pan-inhibitor of HDAC1, HDAC2 and HDAC3 (Class I), HDAC7 (Class II) and HDAC11 (Class IV), with ID50 values of 10 nM and 20 nM for HDAC1 and HDAC3, respectively. Vorinostat induces cell apoptosis. Vorinostat is also an effective inhibitor of human papillomaviruse (HPV)-18 DNA amplification.; Bradner et al., Chemical Phylogenetics of Histone Deacetylases. Nat. Chem. Biol. 6, 238-43 (2010).	False	O=C(CCCCCCC(=O)Nc1ccccc1)NO
246688:01:04_10.00	0.06867428	12.227282	HDAC	Vorinostat	Vorinostat (SAHA) is a potent and orally active pan-inhibitor of HDAC1, HDAC2 and HDAC3 (Class I), HDAC7 (Class II) and HDAC11 (Class IV), with ID50 values of 10 nM and 20 nM for HDAC1 and HDAC3, respectively. Vorinostat induces cell apoptosis. Vorinostat is also an effective inhibitor of human papillomaviruse (HPV)-18 DNA amplification.; Bradner et al., Chemical Phylogenetics of Histone Deacetylases. Nat. Chem. Biol. 6, 238-43 (2010).	False	O=C(CCCCCCC(=O)Nc1ccccc1)NO
410733:01:03_02.00	-3.919154	12.984377	HSP90	NVP-HSP990	NVP-HSP990 is a potent and selective Hsp90 inhibitor, with IC50 values of 0.6, 0.8, and 8.5 nM for Hsp90.a., Hsp90.b., and Grp94, respectively.	True	COc1cccc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)n1
410702:01:03_02.00	-3.9345577	13.034542	HSP90	Luminespib	Luminespib (VER-52296) is a potent HSP90 inhibitor with IC50s of 7.8 and 21 nM for HSP90.a. and HSP90.b., respectively.	False	CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1
410102:01:03_02.00	-3.8443851	13.108832	HSP90	PU-H71	PU-H71 is a potent and selective inhibitor of HSP90 with IC50 of 51 nM. Phase 1.	False	CC(C)NCCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)ncnc21
410608:01:03_02.00	-3.8286254	13.157888	HSP90	Tanespimycin (17-AAG)	Tanespimycin (17-AAG) is a potent HSP90 inhibitor with IC50 of 5 nM in a cell-free assay, having a 100-fold higher binding affinity for HSP90 derived from tumour cells than HSP90 from normal cells. Phase 2.	True	C=CC/N=C1/C(=O)C=C2NC(=O)/C(C)=C/C=C\[C@H](OC)[C@@H](OC(N)=O)/C(C)=C/[C@H](C)[C@@H](O)[C@@H](OC)C[C@H](C)CC1=C2O
392660:02:06_03.00	14.332159	-0.55296075	LCH	NVP-AEW541	NVP-AEW541 is a potent inhibitor of IGF-1R with IC50 of 0.15 uM, also inhibits InsR, with IC50 of 0.14 uM.	False	Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1
280751:01:03_30.00	13.525186	-2.386992	LCH	Naltrindole hydrochloride, NTI hydrochloride	highly selective, non-peptide delta opioid receptor antagonist that is active when administered peripherally.	False	Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)C(C2)N(CC2CC2)CCC314
280789:01:03_10.00	13.349941	-1.0405309	LCH	(±)-Octoclothepin maleate	D2 Dopamine receptor antagonist, serotonin receptor antagonist.	False	CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1
280850:01:03_10.00	13.449518	-1.9845935	LCH	Propionylpromazine hydrochloride	D2 dopamine receptor antagonist, phenothiazine antipsychotic.	False	CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
280918:01:08_03.00	13.554053	-2.2065172	LCH	Cortexolone maleate	D2 dopamine receptor antagonist.	False	COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1
280968:01:03_10.00	13.4172735	-2.5671399	LCH	Trifluperidol hydrochloride, R 2498 hydrochloride, Triperidol hydrochloride	dopamine receptor antagonist, antipsychotic.	False	O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
281022:01:03_30.00	13.635105	-1.6064972	LCH	(-)-cis-(1S,2R)-U-50488 tartrate	potent sigma receptor ligand.	False	CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1
287906:02:15_30.00	14.052032	-0.9166983	LCH	Pipinib	Hedgehog pathway Inhibitor; targets PI4KIIIß.	False	COC(=O)c1ccc(Nc2nc(NC(C)C)nc3ccsc23)cc1
350306:01:04_03.00	13.582948	-2.147798	LCH	SAG	SAG is a potent Smoothened (Smo) receptor agonist (EC50=3 nM; Kd=59 nM). SAG activates the Hedgehog signaling pathway and counteracts Cyclopamine (HY-17024) inhibition of Smo.	False	CN[C@H]1CC[C@H](N(Cc2cccc(-c3ccncc3)c2)C(=O)c2sc3ccccc3c2Cl)CC1
392527:02:04_06.00	13.994571	-0.9025858	LCH	WZ4002	WZ4002 is a mutant selective EGFR inhibitor with IC50s of 2, 8, 3 and 2 nM for EGFRL858R, EGFRL858R/T790M, EGFRE746_A750 and EGFRE746_A750/T790M, respectively.	False	C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
392675:01:09_02.00	13.830348	-1.1170479	LCH	IKK 16	IKK 16 is a selective I.k.B kinase (IKK) inhibitor for IKK2, IKK complex and IKK1 with IC50s of 40 nM, 70 nM and 200 nM, respectively. IKK16 also inhibits leucine-rich repeat kinase-2 (LRRK2) with an IC50 of 50 nM.	False	O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1
412270:01:03_10.00	13.622926	-0.68635434	LCH	cis-ACBI1	cis-ACBI1 is the negative control to ACBI. The hydroxy proline of the VHL binding part is in the inactive cis-conformation, which prevents binding to VHL and thereby protein degradation.	True	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1
