Compound_Id	Well_Id	Is_Ref	Conc_uM	Rel_Cell_Count	Induction	Cluster_AKT_PI3K_MTOR	Cluster_Aurora	Cluster_BET	Cluster_DNA_Synth	Cluster_HDAC	Cluster_HSP90	Cluster_LCH	Cluster_Na_K-ATPase	Cluster_Protein_Synth	Cluster_Pyrimidine_Synth	Cluster_Tubulin	Cluster_Uncoupler	Cluster_High	Cluster_Sim	Trivial_Name	Known_Act	Chiral	Smiles
247224	247224:01:11_03.00	True	3.0	95	7.3	1.2	0.0	25.9	4.3	23.9	24.6	41.6	0.0	45.7	0.0	43.4	17.3	Protein_Synth	45.7	Avermectin B1a	ligand GABA receptors.	False	CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)C(O[C@H]3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
246579	246579:01:07_03.00	True	3.0	91	23.8	0.0	0.0	42.6	0.0	41.9	27.8	58.7	14.6	43.6	0.0	48.1	13.7	LCH	58.7	Halofantrine hydrochloride	Halofantrine hydrochloride (SKF-102886) is a blocker of delayed rectifier potassium current via the inhibition of  human-ether-a-go-go-related gene (HERG) channel and a potent antimalarial compound.	False	CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
246803	246803:01:09_03.00	True	3.0	90	9.0	0.0	3.1	51.2	0.0	66.6	13.6	54.4	34.7	46.3	0.0	67.8	32.8	Tubulin	67.8	Thimerosal	antiinfective, preservative.	False	CC[Hg]Sc1ccccc1C(=O)O
246667	246667:01:09_03.00	True	3.0	92	20.2	0.0	0.0	55.8	0.0	60.2	29.3	81.1	2.2	45.6	0.0	51.5	34.8	LCH	81.1	Imatinib	Imatinib (STI571) is an orally bioavailable tyrosine kinases inhibitor that selectively inhibits BCR/ABL, v-Abl, PDGFR and c-kit kinase activity. Imatinib (STI571) works by binding close to the ATP binding site, locking it in a closed or self-inhibited conformation, therefore inhibiting the enzyme activity of the protein semicompetitively. Imatinib also is an inhibitor of SARS-CoV and MERS-CoV.	False	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
392705	392705:02:05_03.00	True	3.0	94	69.4	0.0	0.0	76.1	0.0	76.2	27.9	92.2	34.3	58.5	0.0	74.3	52.6	LCH	92.2	JNK-IN-8	JNK-IN-8 (JNK Inhibitor XVI) is a potent JNK inhibitor with IC50s of 4.7 nM, 18.7 nM, and 1 nM for JNK1, JNK2, and JNK3, respectively.	False	Cc1cc(NC(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1
247100	247100:01:12_03.00	True	3.0	86	32.6	0.0	0.0	30.0	0.0	22.9	8.8	36.6	23.8	34.8	0.0	40.3	6.7	Tubulin	40.3	Dequalinium dichloride	selective blocker of apamin-sensitive K+ channels, Blocker of the apamin-sensitive small conductance Ca2+ activated K+ channel.	False	Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
246815	246815:01:12_03.00	True	3.0	95	16.2	0.0	0.0	65.3	0.0	68.5	28.0	75.1	25.4	41.7	0.0	64.0	32.6	LCH	75.1	Aripiprazole	antipsychotic, 5ht2a antagonist.	False	O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
392728	392728:02:08_03.00	True	3.0	52	54.6	41.7	11.2	0.0	42.0	0.0	42.3	29.5	0.0	7.2	15.8	28.9	18.6	HSP90	42.3	Ro 31-8220 (mesylate)	Ro 31-8220 mesylate is a potent PKC inhibitor, with IC50s of 5, 24, 14, 27, 24 and 23 nM for PKC.a., PKC.b.I, PKC.b.II, PKC.g., PKC.e. and rat brain PKC, respectively. Ro 31-8220 also significantly inhibits MAPKAP-K1b, MSK1, S6K1 and GSK3.b. (IC50s, 3, 8, 15, and 38 nM, respectively), with no effect on MKK3, MKK4, MKK6 and MKK7.	False	Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
247028	247028:01:06_03.00	True	3.0	105	15.0	0.0	0.0	72.8	0.0	74.3	6.5	83.3	40.5	48.6	0.0	66.2	28.8	LCH	83.3	Spiperone	D2 antagonist, antipsychotic.	False	O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
247000	247000:01:07_03.00	True	3.0	99	15.0	0.0	4.3	66.7	0.0	71.1	15.8	80.3	20.9	46.0	0.0	64.6	19.1	LCH	80.3	Nortriptyline (hydrochloride)	Nortriptyline hydrochloride (Desmethylamitriptyline hydrochloride) is a tricyclic antidepressant and the main active metabolite of Amitriptyline, and used to relieve the symptoms of depression.	False	CNCCC=C1c2ccccc2CCc2ccccc21
246429	246429:01:09_03.00	True	3.0	88	52.0	10.3	0.0	40.2	34.6	39.2	1.5	80.4	3.9	11.2	0.0	48.7	26.5	LCH	80.4	Quinacrine (dihydrochloride)	Quinacrine (Mepacrine) dihydrochloride is an orally bioavailable antimalarial agent, which possess anticancer effect both in vitro and vivo. Quinacrine dihydrochloride suppresses NF-.k.B and activate p53 signaling, which results in the induction of the apoptosis.	False	CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
246466	246466:01:07_03.00	True	3.0	102	42.1	0.0	0.0	63.9	0.0	70.5	19.5	87.4	25.0	45.6	0.0	63.8	26.5	LCH	87.4	Terconazole	sterol 14-demethylase inhibitor.	False	CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
246688	246688:01:12_03.00	True	3.0	73	52.8	0.0	0.0	85.1	0.0	97.3	19.4	67.5	65.7	67.9	0.0	77.3	69.9	HDAC	97.3	Vorinostat	Vorinostat (SAHA) is a potent and orally active pan-inhibitor of HDAC1, HDAC2 and HDAC3 (Class I), HDAC7 (Class II) and HDAC11 (Class IV), with ID50 values of 10 nM and 20 nM for HDAC1 and HDAC3, respectively. Vorinostat induces cell apoptosis. Vorinostat is also an effective inhibitor of human papillomaviruse (HPV)-18 DNA amplification.; Bradner et al., Chemical Phylogenetics of Histone Deacetylases. Nat. Chem. Biol. 6, 238-43 (2010).	False	O=C(CCCCCCC(=O)Nc1ccccc1)NO
105083	105083:01:13_03.00	False	3.0	81	32.6	0.0	0.0	51.1	0.0	79.8	23.2	41.3	45.9	48.7	0.0	51.3	56.9	HDAC	79.8			False	CN(C)CCCSCCCCCCC(=O)C(F)(F)F
246923	246923:01:06_03.00	True	3.0	99	9.3	0.0	0.0	55.9	0.0	54.0	9.3	58.0	24.8	55.7	0.0	70.7	29.0	Tubulin	70.7	Ivermectin B1a	Ivermectin B1a, a derivative of Avermectin B1a (HY-15308), is a main component of Ivermectin (HY-15310). Ivermectin (MK-933) is a broad-spectrum anti-parasite agent. Ivermectin is a candidate therapeutic against SARS-CoV-2/COVID-19.	True	CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
280171	280171:03:02_03.00	True	3.0	81	81.2	0.0	0.0	66.2	0.0	62.4	0.0	82.7	26.5	44.3	0.0	67.4	41.7	LCH	82.7	BIX01294 (hydrochloride hydrate)	it is a selective inhibitor of G9a HMTase (IC50 = 1.7 µM). It less effectively inhibits the HMTase G9a-like protein (GLP, IC50 = 38 µM) and has no effect on other known HMTases. BIX01294 has been used in combination with the calcium channel activator BayK8644 to facilitate the generation of induced pluripotent stem cells from somatic cells in vitro.	False	COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC
247027	247027:01:06_03.00	True	3.0	108	22.5	0.0	0.0	72.4	0.0	73.9	2.7	82.0	37.0	61.0	0.0	64.0	36.2	LCH	82.0	Perhexiline maleate	Ca2+ blocking agent, coronary vasodilator.	False	C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
246514	246514:01:10_03.00	True	3.0	97	34.5	0.0	0.0	82.5	0.0	80.9	26.1	67.8	48.8	74.6	0.0	80.7	62.7	BET	82.5	Fluvastatin sodium salt	HMG CoA reductase inhibitor.	True	CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
246889	246889:01:09_03.00	True	3.0	103	30.1	0.0	0.0	51.2	0.0	56.9	36.1	73.2	6.0	42.7	0.0	61.8	25.5	LCH	73.2	Loperamide (hydrochloride)	Loperamide (hydrochloride) (R-18553 (hydrochloride)) is an opioid receptor agonist. Loperamide hydrochloride is a selective and competitive human intestinal carboxylesterases (hiCE) inhibitor. Loperamide hydrochloride has anti-diarrheal effect.	False	CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
246628	246628:01:07_03.00	True	3.0	97	11.2	0.0	0.0	64.3	0.0	73.6	24.1	72.0	28.3	59.1	0.0	72.2	33.6	HDAC	73.6	Zuclopenthixol hydrochloride	antagonist at D1 and D2 dopamine receptors; inhibitory activity against Geminin, Aberrant vpr protein (HIV), Glucagon-like peptide 1 receptor, (Plasmodium falciparum)	False	OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1
407892	407892:01:05_03.00	True	3.0	102	19.3	0.0	0.0	65.9	0.0	67.3	10.2	71.9	30.6	52.1	0.0	68.5	42.5	LCH	71.9	Telaglenastat	Telaglenastat (CB-839) is a first-in-class, selective, reversible and orally active glutaminase 1 (GLS1) inhibitor. Telaglenastat selectively inhibits GLS1 splice variants KGA (kidney-type glutaminase) and GAC (glutaminase C) compared to GLS2. The IC50s are 23 nM and 28 nM for endogenous glutaminase in mouse kidney and brain, respectively. Telaglenastat inudces autophagy and has antitumor activity.	False	O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1
245372	245372:01:05_03.00	True	3.0	91	10.7	0.0	0.0	77.5	0.0	78.6	18.4	87.0	40.3	52.6	0.0	75.8	43.0	LCH	87.0	Perphenazine	Perphenazine is a typical antipsychotic drug, inhibits 5-HT2Areceptor, Alpha-1A adrenergic receptor, Dopamine receptor D2/D3, D2L receptor, and Histamine H1 receptor, with Ki values of 5.6, 10, 0.765/0.13, 3.4, and 8 nM, respectively.	False	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
246464	246464:01:07_03.00	True	3.0	105	8.6	0.0	0.0	71.7	0.0	67.9	10.5	84.5	18.4	39.3	0.0	63.5	36.8	LCH	84.5	Metixene hydrochloride hydrate	Metixene hydrochloride hydrate is an anticholinergic antiparkinsonian agent, potently inhibits binding of quinuclidinyl benzilate (QNB) to the muscarinic receptor in rat brain cortical tissue, with an IC50 of 55 nM and a Kd of 15 nM.	False	CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
246861	246861:01:12_03.00	True	3.0	100	19.2	0.0	0.0	57.9	0.0	59.6	25.2	78.4	17.1	40.7	0.0	62.7	21.0	LCH	78.4	Astemizole	Astemizole (R 43512), a second-generation antihistamine drug to diminish allergic symptoms with a long duration of action, is a histamine H1-receptor antagonist, with an IC50 of 4 nM. Astemizole also shows potent hERG K+ channel blocking activity with an IC50 of 0.9 nM. Astemizole has antipruritic effects.	False	COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
247097	247097:02:09_01.00	True	1.0	53	51.1	51.8	21.1	0.0	83.8	0.0	6.1	0.0	0.0	0.0	84.4	0.0	0.0	Pyrimidine_Synth	84.4	Mitoxantrone (dihydrochloride)	Mitoxantrone dihydrochloride is a topoisomerase II inhibitor; also inhibits protein kinase C (PKC) activity with an IC50 of 8.5 uM.	False	O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
351488	351488:03:10_01.00	True	1.0	97	18.3	73.6	0.0	0.0	49.8	0.0	35.3	32.0	0.0	0.0	43.4	0.0	16.2	AKT_PI3K_MTOR	73.6	MK-2206 (dihydrochloride)	MK-2206 dihydrochloride (MK-2206 (2HCl)) is an orally active allosteric AKT inhibitor with IC50s of 5 nM, 12 nM, and 65 nM for AKT1, AKT2, and AKT3, respectively. MK-2206 dihydrochloride induces autophagy.	False	NC1(c2ccc(-c3nc4ccn5c(O)nnc5c4cc3-c3ccccc3)cc2)CCC1
407863	407863:01:06_01.00	True	1.0	98	29.5	0.0	0.0	68.7	0.0	69.0	11.1	88.1	30.8	48.2	0.0	71.4	35.8	LCH	88.1	AZ82	AZ82 is a selective kinesin-like protein KIFC1 (HSET/KIFC1) inhibitor, with a Ki of 43 nM and an IC50 of 300 nM for KIFC1.	True	CCCc1cc(C(=O)N[C@H](Cc2ccc(-c3cccc(OC(F)(F)F)c3)nc2)C(=O)N[C@@H]2CCNC2)sc1C
347246	347246:01:08_01.00	True	1.0	94	44.7	0.0	0.0	78.2	0.0	74.7	4.2	90.3	39.4	52.0	0.0	72.1	39.2	LCH	90.3	SB 216641	5-HT1B antagonist.	False	COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1OCCN(C)C
344315	344315:01:05_01.00	False	1.0	96	0.3	0.0	0.0	31.0	0.0	28.2	6.7	19.6	19.5	63.5	0.0	30.2	30.0	Protein_Synth	63.5			False	O=C1NCc2ccccc2CN[C@@H](CO)C/C=C/COc2ccccc2CO1
246295	246295:01:17_01.00	True	1.0	97	8.8	0.0	0.0	39.9	0.0	35.4	27.8	41.7	19.9	34.1	0.0	48.8	15.8	Tubulin	48.8	Alexidine dihydrochloride	detergent.	False	CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC
280128	280128:01:07_01.00	True	1.0	101	27.1	0.0	0.0	72.0	0.0	71.2	18.0	91.6	26.7	39.9	0.0	71.1	36.1	LCH	91.6	U-73343	inactive analog of U73122 (Rack 16, Well D06).	False	COc1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CC[C@@H]2NCCCCCCN1C(=O)CCC1=O
280918	280918:01:08_01.00	True	1.0	92	16.6	0.0	0.0	62.5	0.0	60.1	5.8	89.3	14.9	36.2	0.0	63.1	36.6	LCH	89.3	Cortexolone maleate	D2 dopamine receptor antagonist.	False	COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1
392895	392895:01:08_01.00	True	1.0	100	21.6	85.7	0.0	0.0	63.2	0.0	31.1	0.0	0.0	0.0	67.9	0.0	0.0	AKT_PI3K_MTOR	85.7	GSK2334470	GSK2334470 is a highly specific and potent inhibitor of PDK1 (3-Phosphoinositide dependent protein kinase-1). GSK2334470 can be used in cells to ablate T-loop phosphorylation and activate SGK, S6K1 and RSK as well as suppress the activation of Akt.	True	CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1
392897	392897:01:10_01.00	True	1.0	93	25.6	89.9	0.0	0.0	61.5	0.0	37.3	2.8	0.0	0.0	54.1	0.0	21.5	AKT_PI3K_MTOR	89.9	BAY 80-6946, Copanlisib	BAY 80-6946 (Copanlisib) is a potent and highly selective reversible PI3K inhibitor for PI3Ka/ß with IC50 of 0.469 nM/3.72 nM. BAY 80-6946 is a phosphoinositide 3-kinase (PI3K) inhibitor with potential antineoplastic activity. BAY 86-9766 inhibits proliferation with IC50 of 147 nM in HuCCT-1 (KRASG12D ) and 137 nM in EGI-1 (KRASG12D ) cell lines. BAY 80-6946 is generally well tolerated through the MTD (maximum tolerated dose) of 0.8 mg/kg. PK (pharmacokinetics) results support weekly dosing. Grade 2/3 hyperglycemia in the first 24 hrs after receiving a dose is common at the MTD. PK, clinical SD and FDG-PET data are consistent with effective exposure and PI3K pathway inhibition.	False	COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21
407879	407879:01:06_01.00	True	1.0	95	5.2	50.8	0.0	0.0	0.0	4.6	46.6	0.0	0.0	13.2	18.0	0.0	35.2	AKT_PI3K_MTOR	50.8	RSL3	RSL3 ((1S,3R)-RSL3) is an inhibitor of glutathione peroxidase 4 (GPX4) (ferroptosis activator), reduces the expression of GPX4 protein, and induces ferroptotic death of head and neck cancer cell. RSL3 increases the expression of p62 and Nrf2 and inactivates Keap1 in HN3-rslR cells.	True	COC(=O)c1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H](C(=O)OC)N2C(=O)CCl)cc1
246739	246739:01:09_01.00	True	1.0	102	14.0	0.0	0.0	67.3	0.0	60.6	2.7	89.6	22.4	32.2	0.0	65.6	40.1	LCH	89.6	Sertraline	5-HT uptake inhibitor.	True	CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
382156	382156:02:12_01.00	True	1.0	100	6.6	0.0	3.1	58.5	0.0	49.4	0.0	31.0	52.7	53.1	0.0	61.1	23.0	Tubulin	61.1	CHIR-99021	CHIR-99021 (CT99021) is a potent and selective GSK-3.a./.b. inhibitor with IC50s of 10 nM and 6.7 nM. CHIR-99021 shows >500-fold selectivity for GSK-3 over CDC2, ERK2 and other protein kinases. CHIR-99021 is also a potent Wnt/.b.-catenin signaling pathway activator. CHIR-99021 enhances mouse and human embryonic stem cells self-renewal. CHIR-99021 induces autophagy.	False	Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1
280346	280346:01:10_01.00	True	1.0	62	77.5	0.0	0.0	82.0	0.0	78.1	26.2	64.3	56.4	68.2	0.0	80.1	81.9	BET	82.0	Brefeldin A from Penicillium brefeldianum, BFA, Ascotoxin, Cyanein	fungal metabolite that disrupts the structure and function of the Golgi apparatus.	False	C[C@H]1CCC/C=C/C2C[C@H](O)C[C@@]2(O)C/C=C/C(=O)O1
280606	280606:01:07_01.00	True	1.0	96	6.2	0.0	0.0	44.4	0.0	42.9	10.1	24.1	35.8	55.9	0.0	58.0	21.3	Tubulin	58.0	Fenretinide	Fenretinide (4-HPR) is a synthetic retinoid deriverative, binding to the retinoic acid receptors (RAR) at concentrations necessary to induce cell death.	False	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1
280538	280538:01:09_01.00	True	1.0	93	10.0	43.3	41.9	0.0	79.0	0.0	2.4	0.0	0.0	0.0	73.5	0.0	0.0	DNA_Synth	79.0	Ellipticine	cytochrome P450 (CYP1A1)and DNA topoisomerase II inhibitor.	False	Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12
280735	280735:01:07_01.00	True	1.0	98	11.7	25.6	0.0	41.8	0.0	31.1	15.1	38.3	30.0	8.3	0.0	65.2	60.8	Tubulin	65.2	2-methoxyestradiol	inhibitor of angiogenesis and endothelial cell proliferation.	False	COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
280470	280470:01:09_01.00	True	1.0	98	9.0	0.0	32.3	0.0	0.0	0.0	0.0	0.0	22.2	0.0	26.7	0.0	0.0	Aurora	32.3	Dihydroouabain	sodium-potassium pump inhibitor.	False	C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H](C3COC(=O)C3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O
280575	280575:01:09_01.00	True	1.0	99	40.9	0.0	0.0	68.7	0.0	68.4	11.8	90.9	22.0	41.0	0.0	65.5	33.4	LCH	90.9	GR 127935 hydrochloride	selective 5-HT1B/1D serotonin receptor antagonist.	False	COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1
280630	280630:01:11_01.00	True	1.0	91	12.1	16.2	0.0	50.1	0.0	38.3	13.0	43.8	31.2	36.1	0.0	79.1	68.4	Tubulin	79.1	IC261	IC261 is a selective, ATP-competitive CK1 inhibitor, with IC50s of 1 uM, 1 uM, 16 uM for Cki.d., Cki.e. and Cki.a.1, respectively.	False	COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1
280946	280946:03:06_01.00	True	1.0	71	36.3	10.8	0.0	6.7	26.3	4.4	28.1	27.4	6.4	25.0	0.7	21.1	0.0	HSP90	28.1	Sanguinarine chloride	inhibitor of Mg2+ and Na+/K+-ATPase, isolated from the leaves and stems of Macleaya cordata and microcarpa.	False	C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3
247369	247369:02:05_01.00	True	1.0	108	29.9	0.0	0.0	66.4	0.0	65.7	10.1	92.8	22.5	20.5	0.0	62.0	30.9	LCH	92.8	Fluspirilene	Fluspirilene is a non-competitive antagonist of L-type calcium channels with an IC50 of 0.03 uM. Fluspirileneis a long-acting injectable depot antipsychotic drug used for schizophrenia.	False	O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2
245325	245325:03:08_01.00	True	1.0	106	8.1	0.0	0.0	33.0	0.0	28.4	34.5	47.3	0.1	20.6	0.0	39.6	5.6	LCH	47.3	Reserpine, Methyl reserpate	inhibits vesicular catecholine and serotonin uptake, antihypertensive.	False	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
246314	246314:01:11_01.00	True	1.0	95	77.5	0.0	0.0	72.8	0.0	74.3	26.3	71.9	41.3	65.2	0.0	72.7	65.6	HDAC	74.3	Monensin A sodium salt, Rumensin, Coban 45	it is a naturally occuring ionophorous antibiotic that preferentially forms complexes with monovalent cations to enable transport across lipid membranes. Through its ability to affect pH and the sodium-potassium balance of a cell, monensin can induce cell death in Gram-positive bacteria such as Micrococcus, Bacillus, and Staphylococcus (MICs = 1-12.5 µg/ml), reduce proliferation of P. falciparum and Coccicdium protozoa, and also prevent replication of certain viruses.	True	CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1
280921	280921:01:13_01.00	True	1.0	98	9.2	14.0	44.6	0.0	73.6	0.0	4.5	0.0	0.0	0.0	66.5	0.0	0.0	DNA_Synth	73.6	SU 9516	cylcin-dependent kinase-2 (Cdk-2) inhibitor, induces apoptosis in colon cancer cells.	False	COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
246994	246994:01:07_01.00	True	1.0	58	65.8	0.0	0.0	78.5	0.0	75.7	24.3	62.9	62.4	67.7	0.0	95.1	58.8	Tubulin	95.1	Albendazole	anthelmintic.	False	CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
280942	280942:01:05_01.00	True	1.0	103	7.8	6.5	0.0	69.9	0.0	59.2	19.6	76.8	16.9	51.2	0.0	71.2	59.1	LCH	76.8	Salmeterol (xinafoate)	beta2 Adrenoceptor agonist.	False	OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
246732	246732:01:10_01.00	True	1.0	69	44.4	4.2	9.8	0.0	55.1	0.0	15.9	16.2	7.8	11.5	15.7	15.1	0.0	DNA_Synth	55.1	Pyrvinium pamoate	metabolic inhibitor.	False	Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
394207	394207:01:09_01.00	True	1.0	96	33.2	0.0	0.0	60.5	0.0	51.0	25.3	65.4	27.0	47.9	0.0	79.6	47.5	Tubulin	79.6	HTH-01-015	HTH-01-015 is a selective NUAK1/ARK5 inhibitor (IC50 is 100 nM). HTH-01-015 inhibits NUAK1 with >100-fold higher potency than NUAK2 (IC50 of >10 uM).	False	Cc1nc(Nc2cnn(C3CCNCC3)c2)nc2c1N(C)C(=O)c1cc3ccccc3cc1N2C
246459	246459:01:16_01.00	True	1.0	52	53.0	61.8	0.0	0.0	88.6	0.0	23.8	0.0	0.0	0.0	59.0	0.0	2.2	DNA_Synth	88.6	Daunorubicin hydrochloride	DNA intercaling.	False	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
351488	351488:03:10_03.00	True	3.0	98	36.8	35.2	0.0	48.4	3.1	52.5	33.8	81.2	10.5	28.6	0.0	48.9	53.7	LCH	81.2	MK-2206 (dihydrochloride)	MK-2206 dihydrochloride (MK-2206 (2HCl)) is an orally active allosteric AKT inhibitor with IC50s of 5 nM, 12 nM, and 65 nM for AKT1, AKT2, and AKT3, respectively. MK-2206 dihydrochloride induces autophagy.	False	NC1(c2ccc(-c3nc4ccn5c(O)nnc5c4cc3-c3ccccc3)cc2)CCC1
280660	280660:01:06_03.00	True	3.0	108	5.2	0.0	0.0	75.0	0.0	71.1	18.9	76.8	38.1	42.0	0.0	65.8	34.9	LCH	76.8	L-703,606, oxalate	potent and selective non-peptide NK-1 tachykinin receptor antagonist.	False	Ic1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1
407863	407863:01:06_03.00	True	3.0	93	58.4	0.0	0.0	74.5	0.0	74.3	34.2	88.7	25.4	58.0	0.0	75.6	54.9	LCH	88.7	AZ82	AZ82 is a selective kinesin-like protein KIFC1 (HSET/KIFC1) inhibitor, with a Ki of 43 nM and an IC50 of 300 nM for KIFC1.	True	CCCc1cc(C(=O)N[C@H](Cc2ccc(-c3cccc(OC(F)(F)F)c3)nc2)C(=O)N[C@@H]2CCNC2)sc1C
246332	246332:01:09_03.00	True	3.0	101	9.5	0.0	0.0	54.7	0.0	56.8	29.8	79.6	15.1	26.1	0.0	51.1	26.8	LCH	79.6	Dilazep dihydrochloride	adenosine uptake inhibitor.	False	COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
344315	344315:01:05_03.00	False	3.0	99	1.4	50.8	0.0	0.0	55.0	0.0	0.0	0.0	0.0	5.3	50.5	0.0	0.0	DNA_Synth	55.0			False	O=C1NCc2ccccc2CN[C@@H](CO)C/C=C/COc2ccccc2CO1
247042	247042:02:05_03.00	True	3.0	101	30.7	0.0	0.0	55.8	0.0	55.4	26.9	81.8	11.8	20.9	0.0	50.6	24.5	LCH	81.8	Pimozide	Ca2+ channel antagonist, antipsychotic, D2 dopamine receptor antagonist, Dopamine antagonist ?.	False	O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
246295	246295:01:17_03.00	True	3.0	86	33.2	0.0	0.0	31.6	3.1	21.8	0.0	7.9	25.0	56.8	0.0	38.1	43.6	Protein_Synth	56.8	Alexidine dihydrochloride	detergent.	False	CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC
